Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western,Director_Encoded
transformers one,0.5714285714285715,0.9907407407407408,R,josh cooley,"Chris Hemsworth, Brian Tyree Henry, Scarlett Johansson",0.2594095940959409,"chris hemsworth, brian tyree henry, scarlett johansson","['chris hemsworth', 'brian tyree henry', 'scarlett johansson']","['chris hemsworth', 'brian tyree henry', 'scarlett johansson']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209
the boy and the heron,0.6607142857142858,0.9814814814814814,PG-13,hayao miyazaki,Hayao Miyazaki,0.2878228782287823,hayao miyazaki,['hayao miyazaki'],['hayao miyazaki'],['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865
the lion king,0.8214285714285716,0.7129629629629629,G,roger allers,"Irene Mecchi, Jonathan Roberts, Linda Woolverton",0.1549815498154981,"irene mecchi, jonathan roberts, linda woolverton","['irene mecchi', 'jonathan roberts', 'linda woolverton']","['irene mecchi', 'jonathan roberts', 'linda woolverton']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
cars,0.5892857142857144,0.8240740740740741,G,john lasseter,"John Lasseter, Joe Ranft, Jorgen Klubien",0.2583025830258302,"john lasseter, joe ranft, jorgen klubien","['john lasseter', 'joe ranft', 'jorgen klubien']","['john lasseter', 'joe ranft', 'jorgen klubien']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139
shrek,0.7142857142857144,0.7777777777777778,PG,andrew adamson,"William Steig, Ted Elliott, Terry Rossio",0.1623616236162361,"william steig, ted elliott, terry rossio","['william steig', 'ted elliott', 'terry rossio']","['william steig', 'ted elliott', 'terry rossio']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
spirited away,0.8392857142857144,0.7777777777777778,PG,hayao miyazaki,Hayao Miyazaki,0.2915129151291513,hayao miyazaki,['hayao miyazaki'],['hayao miyazaki'],['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865
moana ,0.5714285714285715,0.9907407407407408,R,david g. derrick jr.,"Gil Kenan, Jason Reitman, Ivan Reitman",0.2594095940959409,"gil kenan, jason reitman, ivan reitman","['gil kenan', 'jason reitman', 'ivan reitman']","['gil kenan', 'jason reitman', 'ivan reitman']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
the super mario bros. movie,0.5535714285714287,0.9814814814814814,PG,aaron horvath,"Aaron Horvath, Michael Jelenic, Pierre Leduc",0.1697416974169742,"aaron horvath, michael jelenic, pierre leduc","['aaron horvath', 'michael jelenic', 'pierre leduc']","['aaron horvath', 'michael jelenic', 'pierre leduc']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
the lord of the rings: the war of the rohirrim,0.5714285714285715,0.9907407407407408,R,kenji kamiyama,"Jeffrey Addiss, Phoebe Gittins, Will Matthews",0.2594095940959409,"jeffrey addiss, phoebe gittins, will matthews","['jeffrey addiss', 'phoebe gittins', 'will matthews']","['jeffrey addiss', 'phoebe gittins', 'will matthews']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299
despicable me ,0.5714285714285715,0.9907407407407408,PG,chris renaud,"Steve Carell, Kristen Wiig, Joey King",0.1808118081180811,"steve carell, kristen wiig, joey king","['steve carell', 'kristen wiig', 'joey king']","['steve carell', 'kristen wiig', 'joey king']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389
migration,0.5000000000000001,0.9814814814814814,PG,benjamin renner,"Mike White, Benjamin Renner, Ken Daurio",0.1365313653136531,"mike white, benjamin renner, ken daurio","['mike white', 'benjamin renner', 'ken daurio']","['mike white', 'benjamin renner', 'ken daurio']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
spider-man: across the spider-verse,0.8392857142857144,0.9814814814814814,PG,joaquim dos santos,"Shameik Moore, Hailee Steinfeld, Brian Tyree Henry",0.3468634686346863,"shameik moore, hailee steinfeld, brian tyree henry","['shameik moore', 'hailee steinfeld', 'brian tyree henry']","['shameik moore', 'hailee steinfeld', 'brian tyree henry']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086
inside out,0.75,0.9074074074074074,PG,pete docter,"Pete Docter, Ronnie Del Carmen, Meg Le, Fauve",0.1808118081180811,"pete docter, ronnie del carmen, meg le, fauve","['pete docter', 'ronnie del carmen', 'meg le', 'fauve']","['pete docter', 'ronnie del carmen', 'meg le', 'fauve']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816
wish,0.3035714285714286,0.9814814814814814,PG,chris buck,"Jennifer Lee, Allison Moore, Chris Buck",0.1808118081180811,"jennifer lee, allison moore, chris buck","['jennifer lee', 'allison moore', 'chris buck']","['jennifer lee', 'allison moore', 'chris buck']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
kung fu panda ,0.4285714285714286,0.9907407407407408,PG,mike mitchell,"Jonathan Aibel, Glenn Berger, Darren Lemke",0.1771217712177122,"jonathan aibel, glenn berger, darren lemke","['jonathan aibel', 'glenn berger', 'darren lemke']","['jonathan aibel', 'glenn berger', 'darren lemke']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629
inside out ,0.5714285714285715,0.9907407407407408,PG,kelsey mann,"Amy Poehler, Phyllis Smith, Lewis Black",0.1992619926199262,"amy poehler, phyllis smith, lewis black","['amy poehler', 'phyllis smith', 'lewis black']","['amy poehler', 'phyllis smith', 'lewis black']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289
thelma the unicorn,0.3392857142857143,0.9907407407407408,PG,jared hess,"Brittany Howard, Will Forte, Jon Heder",0.1734317343173431,"brittany howard, will forte, jon heder","['brittany howard', 'will forte', 'jon heder']","['brittany howard', 'will forte', 'jon heder']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006
the garfield movie,0.3571428571428573,0.9907407407407408,PG,mark dindal,"Paul A. Kaplan, Mark Torgove, David Reynolds",0.2029520295202952,"paul a. kaplan, mark torgove, david reynolds","['paul a. kaplan', 'mark torgove', 'david reynolds']","['paul a. kaplan', 'mark torgove', 'david reynolds']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479
if,0.5000000000000001,0.9907407407407408,PG,john krasinski,"Cailey Fleming, Ryan Reynolds, John Krasinski",0.2140221402214022,"cailey fleming, ryan reynolds, john krasinski","['cailey fleming', 'ryan reynolds', 'john krasinski']","['cailey fleming', 'ryan reynolds', 'john krasinski']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135
taxi driver,0.7678571428571429,0.5462962962962963,R,martin scorsese,"Robert De Niro,Jodie Foster,Cybill Shepherd",0.2509225092250922,"robert de niro,jodie foster,cybill shepherd","['robert de niro,jodie foster,cybill shepherd']","['robert de niro,jodie foster,cybill shepherd']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505
kill bill: vol. ,0.7678571428571429,0.7962962962962963,R,quentin tarantino,"Quentin Tarantino ,Uma Thurman",0.2398523985239852,"quentin tarantino ,uma thurman","['quentin tarantino ,uma thurman']","['quentin tarantino ,uma thurman']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881
we're the millers,0.5535714285714287,0.8888888888888888,R,rawson marshall thurber,"Bob Fisher, Steve , Faber, Sean Anders",0.2361623616236162,"bob fisher, steve , faber, sean anders","['bob fisher', 'steve ', 'faber', 'sean anders']","['bob fisher', 'steve', 'faber', 'sean anders']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905
 angry men,0.9107142857142858,0.3703703703703703,Approved,sidney lumet,Reginald Rose,0.1845018450184501,reginald rose,['reginald rose'],['reginald rose'],['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147
joker,0.8035714285714288,0.9444444444444444,R,todd phillips,"Todd Phillips, Scott Silver, Bob Kane",0.2804428044280443,"todd phillips, scott silver, bob kane","['todd phillips', 'scott silver', 'bob kane']","['todd phillips', 'scott silver', 'bob kane']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318
sicario,0.6785714285714287,0.9074074074074074,R,denis villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro",0.2767527675276753,"emily blunt, josh brolin, benicio del toro","['emily blunt', 'josh brolin', 'benicio del toro']","['emily blunt', 'josh brolin', 'benicio del toro']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562
baby driver,0.642857142857143,0.925925925925926,R,edgar wright,"Ansel Elgort, Jon Bernthal, Jon Hamm",0.2472324723247232,"ansel elgort, jon bernthal, jon hamm","['ansel elgort', 'jon bernthal', 'jon hamm']","['ansel elgort', 'jon bernthal', 'jon hamm']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
the crow,0.642857142857143,0.7129629629629629,R,alex proyas,"Brandon Lee, Michael Wincott, Rochelle Davis",0.2066420664206642,"brandon lee, michael wincott, rochelle davis","['brandon lee', 'michael wincott', 'rochelle davis']","['brandon lee', 'michael wincott', 'rochelle davis']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
léon: the professional,0.8214285714285716,0.7129629629629629,R,luc besson,"Jean Reno, Gary Oldman, Natalie Portman",0.2361623616236162,"jean reno, gary oldman, natalie portman","['jean reno', 'gary oldman', 'natalie portman']","['jean reno', 'gary oldman', 'natalie portman']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409
in the land of saints and sinners,0.4285714285714286,0.9814814814814814,R,robert lorenz,"Kerry Condon, Desmond Eastwood, Conor Mac, Neill",0.2214022140221402,"kerry condon, desmond eastwood, conor mac, neill","['kerry condon', 'desmond eastwood', 'conor mac', 'neill']","['kerry condon', 'desmond eastwood', 'conor mac', 'neill']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
the equalizer,0.5892857142857144,0.8981481481481481,R,antoine fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz",0.3173431734317343,"denzel washington, marton csokas, chloë grace moretz","['denzel washington', 'marton csokas', 'chloë grace moretz']","['denzel washington', 'marton csokas', 'chloë grace moretz']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
the equalizer ,0.5178571428571429,0.9814814814814814,R,antoine fuqua,"Denzel Washington, Dakota Fanning, Eugenio Mastrandrea",0.2324723247232472,"denzel washington, dakota fanning, eugenio mastrandrea","['denzel washington', 'dakota fanning', 'eugenio mastrandrea']","['denzel washington', 'dakota fanning', 'eugenio mastrandrea']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
wicked little letters,0.5535714285714287,0.9814814814814814,R,thea sharrock,"Jessie Buckley, Olivia Colman, Timothy Spall",0.1992619926199262,"jessie buckley, olivia colman, timothy spall","['jessie buckley', 'olivia colman', 'timothy spall']","['jessie buckley', 'olivia colman', 'timothy spall']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276
beverly hills cop,0.6250000000000002,0.6203703703703703,R,martin brest,Daniel Petrie Jr.Danilo Bach,0.2177121771217712,daniel petrie jr.danilo bach,['daniel petrie jr.danilo bach'],['daniel petrie jr.danilo bach'],['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499
the silence of the lambs,0.8392857142857144,0.6851851851851851,R,jonathan demme,"Jodie Foster, Anthony Hopkins, Scott Glenn",0.2656826568265683,"jodie foster, anthony hopkins, scott glenn","['jodie foster', 'anthony hopkins', 'scott glenn']","['jodie foster', 'anthony hopkins', 'scott glenn']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179
no country for old men,0.7678571428571429,0.8333333333333334,R,ethan coen,"Tommy Lee Jones, Javier Bardem, Josh Brolin",0.2804428044280443,"tommy lee jones, javier bardem, josh brolin","['tommy lee jones', 'javier bardem', 'josh brolin']","['tommy lee jones', 'javier bardem', 'josh brolin']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666
seen,0.8392857142857144,0.7222222222222222,R,david fincher,"Morgan Freeman, Brad Pitt, Kevin Spacey",0.2988929889298893,"morgan freeman, brad pitt, kevin spacey","['morgan freeman', 'brad pitt', 'kevin spacey']","['morgan freeman', 'brad pitt', 'kevin spacey']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
the talented mr. ripley,0.6250000000000002,0.7592592592592593,R,anthony minghella,"Matt Damon, Gwyneth Paltrow, Jude Law",0.3431734317343173,"matt damon, gwyneth paltrow, jude law","['matt damon', 'gwyneth paltrow', 'jude law']","['matt damon', 'gwyneth paltrow', 'jude law']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
the outsiders,0.5535714285714287,0.611111111111111,PG,francis ford coppola,"C. Thomas Howell, Matt Dillon, Ralph Macchio",0.1660516605166052,"c. thomas howell, matt dillon, ralph macchio","['c. thomas howell', 'matt dillon', 'ralph macchio']","['c. thomas howell', 'matt dillon', 'ralph macchio']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708
goodfellas,0.8571428571428572,0.6759259259259259,R,martin scorsese,"Nicholas Pileggi, Martin Scorsese",0.3653136531365313,"nicholas pileggi, martin scorsese","['nicholas pileggi', 'martin scorsese']","['nicholas pileggi', 'martin scorsese']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505
maxxxine,0.5714285714285715,0.9907407407407408,R,ti west,Ti West,0.2103321033210332,ti west,['ti west'],['ti west'],['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293
the courier,0.3750000000000001,0.9907407407407408,R,daniel calparsoro,"Arón Piper, María Pedraza, Luis Tosar",0.2594095940959409,"arón piper, maría pedraza, luis tosar","['arón piper', 'maría pedraza', 'luis tosar']","['arón piper', 'maría pedraza', 'luis tosar']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
force of nature: the dry ,0.3750000000000001,0.9907407407407408,R,robert connolly,"Eric Bana, Anna Torv, Deborra-Lee Furness",0.2730627306273063,"eric bana, anna torv, deborra-lee furness","['eric bana', 'anna torv', 'deborra-lee furness']","['eric bana', 'anna torv', 'deborra-lee furness']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
the crow,0.5714285714285715,0.9907407407407408,R,rupert sanders,"Bill Skarsgård, FKA twigs, Danny Huston",0.2594095940959409,"bill skarsgård, fka twigs, danny huston","['bill skarsgård', 'fka twigs', 'danny huston']","['bill skarsgård', 'fka twigs', 'danny huston']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037
the bikeriders,0.642857142857143,0.9814814814814814,R,jeff nichols,"Jodie Comer, Austin Butler, Tom Hardy",0.2583025830258302,"jodie comer, austin butler, tom hardy","['jodie comer', 'austin butler', 'tom hardy']","['jodie comer', 'austin butler', 'tom hardy']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037
the gentlemen,0.6964285714285715,0.9444444444444444,R,guy ritchie,"Guy Ritchie, Ivan Atkinson, Marn Davies",0.2472324723247232,"guy ritchie, ivan atkinson, marn davies","['guy ritchie', 'ivan atkinson', 'marn davies']","['guy ritchie', 'ivan atkinson', 'marn davies']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838
the judge,0.6250000000000002,0.8981481481481481,R,david dobkin,"Nick Schenk, Bill Dubuque, David Dobkin",0.3505535055350554,"nick schenk, bill dubuque, david dobkin","['nick schenk', 'bill dubuque', 'david dobkin']","['nick schenk', 'bill dubuque', 'david dobkin']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517
the last stop in yuma county,0.5535714285714287,0.9814814814814814,R,francis galluppi,"Jim Cummings, Faizon Love, Jocelin Donahue",0.1623616236162361,"jim cummings, faizon love, jocelin donahue","['jim cummings', 'faizon love', 'jocelin donahue']","['jim cummings', 'faizon love', 'jocelin donahue']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709
beverly hills cop: axel f,0.5714285714285715,0.9907407407407408,R,mark molloy,"Will Beall, Tom Gormican, Kevin Etten",0.2546125461254612,"will beall, tom gormican, kevin etten","['will beall', 'tom gormican', 'kevin etten']","['will beall', 'tom gormican', 'kevin etten']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485
bad boys: ride or die,0.5714285714285715,0.9907407407407408,R,adil el arbi,"Will Smith, Martin Lawrence, Vanessa Hudgens",0.2594095940959409,"will smith, martin lawrence, vanessa hudgens","['will smith', 'martin lawrence', 'vanessa hudgens']","['will smith', 'martin lawrence', 'vanessa hudgens']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
love lies bleeding,0.5000000000000001,0.9907407407407408,R,rose glass,"Anna Baryshnikov, Kristen Stewart, Dave Franco",0.2140221402214022,"anna baryshnikov, kristen stewart, dave franco","['anna baryshnikov', 'kristen stewart', 'dave franco']","['anna baryshnikov', 'kristen stewart', 'dave franco']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026
hit man,0.6250000000000002,0.9814814814814814,R,richard linklater,"Adria Arjona, Glen Powell, Retta",0.2546125461254612,"adria arjona, glen powell, retta","['adria arjona', 'glen powell', 'retta']","['adria arjona', 'glen powell', 'retta']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939
longlegs,0.5714285714285715,0.9907407407407408,R,oz perkins,"Nicolas Cage, Maika Monroe, Alicia Witt",0.2029520295202952,"nicolas cage, maika monroe, alicia witt","['nicolas cage', 'maika monroe', 'alicia witt']","['nicolas cage', 'maika monroe', 'alicia witt']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755
disturbia,0.5178571428571429,0.8333333333333334,PG-13,d.j. caruso,"Christopher Landon, Carl Ellsworth",0.2177121771217712,"christopher landon, carl ellsworth","['christopher landon', 'carl ellsworth']","['christopher landon', 'carl ellsworth']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461
a simple favor,0.5178571428571429,0.9351851851851852,R,paul feig,"Anna Kendrick, Blake Lively, Henry Golding",0.2619926199261992,"anna kendrick, blake lively, henry golding","['anna kendrick', 'blake lively', 'henry golding']","['anna kendrick', 'blake lively', 'henry golding']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785
emilia perez,0.5892857142857144,0.9907407407407408,R,jacques audiard,"Jacques Audiard, Thomas Bidegain, Nicolas Livecchi",0.2594095940959409,"jacques audiard, thomas bidegain, nicolas livecchi","['jacques audiard', 'thomas bidegain', 'nicolas livecchi']","['jacques audiard', 'thomas bidegain', 'nicolas livecchi']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941
boy kills world,0.4642857142857144,0.9814814814814814,R,moritz mohr,"Tyler Burton Smith, Arend Remmers, Moritz Mohr",0.2398523985239852,"tyler burton smith, arend remmers, moritz mohr","['tyler burton smith', 'arend remmers', 'moritz mohr']","['tyler burton smith', 'arend remmers', 'moritz mohr']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648
glass,0.4821428571428572,0.9444444444444444,PG-13,m. night shyamalan,M. Night Shyamalan,0.3062730627306273,m. night shyamalan,['m. night shyamalan'],['m. night shyamalan'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1429
lisa frankenstein,0.3928571428571429,0.9907407407407408,PG-13,zelda williams,"Kathryn Newton, Liza Soberano, Jenna Davis",0.2029520295202952,"kathryn newton, liza soberano, jenna davis","['kathryn newton', 'liza soberano', 'jenna davis']","['kathryn newton', 'liza soberano', 'jenna davis']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476
it,0.6071428571428572,0.925925925925926,R,andy muschietti,"Chase Palmer, Cary Joji Fukunaga, Gary Dauberman",0.3284132841328413,"chase palmer, cary joji fukunaga, gary dauberman","['chase palmer', 'cary joji fukunaga', 'gary dauberman']","['chase palmer', 'cary joji fukunaga', 'gary dauberman']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123
smile,0.4642857142857144,0.9722222222222222,R,parker finn,"Sosie Bacon, Jessie T. Usher, Kyle Gallner",0.2546125461254612,"sosie bacon, jessie t. usher, kyle gallner","['sosie bacon', 'jessie t. usher', 'kyle gallner']","['sosie bacon', 'jessie t. usher', 'kyle gallner']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1770
the dead don't die,0.2857142857142858,0.9444444444444444,R,jim jarmusch,"Bill Murray, Adam Driver, Tilda Swinton",0.2140221402214022,"bill murray, adam driver, tilda swinton","['bill murray', 'adam driver', 'tilda swinton']","['bill murray', 'adam driver', 'tilda swinton']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072
nosferatu,0.5714285714285715,0.9907407407407408,R,robert eggers,"Aaron Taylor-Johnson, Bill Skarsgård, Nicholas Hoult",0.2594095940959409,"aaron taylor-johnson, bill skarsgård, nicholas hoult","['aaron taylor-johnson', 'bill skarsgård', 'nicholas hoult']","['aaron taylor-johnson', 'bill skarsgård', 'nicholas hoult']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1972
